source,dest,payment,installments,partners,date,source_name,dest_name
94,80,8844.11,0,18,2018-08-24,Node 94,Node 80
48,1,783.59,2866,10,2018-08-25,Node 48,Node 1
99,87,7078.52,533,62,2018-08-26,Node 99,Node 87
37,4,5239.25,3456,14,2018-08-27,Node 37,Node 4
88,27,8678.07,3607,32,2018-08-28,Node 88,Node 27
95,49,7822.97,6317,89,2018-08-29,Node 95,Node 49
40,59,5573.9,9502,20,2018-08-30,Node 40,Node 59
47,14,4556.27,1791,65,2018-08-31,Node 47,Node 14
97,73,1497.31,2416,37,2018-09-01,Node 97,Node 73
20,35,9859.21,419,70,2018-09-02,Node 20,Node 35
36,6,1660.78,9285,75,2018-09-04,Node 36,Node 6
38,21,2545.16,8323,64,2018-09-05,Node 38,Node 21
31,46,5666.55,0,32,2018-09-06,Node 31,Node 46
16,21,5383.6,2129,55,2018-09-07,Node 16,Node 21
76,15,1788.45,1645,16,2018-09-08,Node 76,Node 15
73,1,5268.97,1109,8,2018-09-09,Node 73,Node 1
51,21,4958.69,2155,92,2018-09-10,Node 51,Node 21
32,87,567.63,1755,63,2018-09-11,Node 32,Node 87
68,27,2250.99,0,12,2018-09-12,Node 68,Node 27
46,90,3032.02,6685,85,2018-09-13,Node 46,Node 90
79,54,177.99,412,78,2018-09-14,Node 79,Node 54
56,88,4220.57,2942,94,2018-09-15,Node 56,Node 88
64,99,6487.75,309,85,2018-09-16,Node 64,Node 99
69,86,9789.68,406,94,2018-09-17,Node 69,Node 86
28,64,8621.38,2763,68,2018-09-18,Node 28,Node 64
8,73,9696.09,2123,93,2018-09-19,Node 8,Node 73
97,40,5847.94,848,77,2018-09-20,Node 97,Node 40
34,7,7782.2,5505,79,2018-09-21,Node 34,Node 7
19,61,6534.15,3463,88,2018-09-22,Node 19,Node 61
35,50,8669.47,2306,42,2018-09-23,Node 35,Node 50
39,90,3043.39,5125,33,2018-09-24,Node 39,Node 90
20,93,9303.72,617,52,2018-09-25,Node 20,Node 93
63,35,434.97,2237,2,2018-09-26,Node 63,Node 35
29,54,1552.34,3448,12,2018-09-27,Node 29,Node 54
37,5,3162.55,962,85,2018-09-28,Node 37,Node 5
64,97,9120.72,651,10,2018-09-29,Node 64,Node 97
45,78,4182.71,5301,88,2018-09-30,Node 45,Node 78
82,57,1409.55,5480,33,2018-10-01,Node 82,Node 57
32,4,7103.14,3728,38,2018-10-02,Node 32,Node 4
28,42,987.41,1533,11,2018-10-03,Node 28,Node 42
35,18,5544.64,1580,80,2018-10-04,Node 35,Node 18
34,9,8181.45,1183,25,2018-10-05,Node 34,Node 9
51,46,3583.91,0,88,2018-10-06,Node 51,Node 46
0,63,1525.35,1764,12,2018-10-07,Node 0,Node 63
10,74,982.95,10297,41,2018-10-08,Node 10,Node 74
74,78,8656.5,7485,80,2018-10-09,Node 74,Node 78
64,11,6792.48,343,53,2018-10-10,Node 64,Node 11
11,10,1176.97,4262,87,2018-10-11,Node 11,Node 10
32,13,6372.4,5661,53,2018-10-12,Node 32,Node 13
53,90,6997.24,7136,69,2018-10-13,Node 53,Node 90
51,88,6680.3,5244,96,2018-10-14,Node 51,Node 88
37,18,7776.46,578,65,2018-10-15,Node 37,Node 18
31,45,4762.0,1995,42,2018-10-16,Node 31,Node 45
32,29,8518.42,1817,95,2018-10-17,Node 32,Node 29
35,56,5956.64,5650,72,2018-10-18,Node 35,Node 56
11,0,8782.92,12483,88,2018-10-19,Node 11,Node 0
94,49,8040.42,1069,49,2018-10-20,Node 94,Node 49
30,29,5680.6,972,53,2018-10-21,Node 30,Node 29
78,8,1073.58,12097,73,2018-10-22,Node 78,Node 8
47,87,4905.33,99,23,2018-10-23,Node 47,Node 87
41,19,4128.9,1822,6,2018-10-24,Node 41,Node 19
83,96,1389.97,2210,47,2018-10-25,Node 83,Node 96
31,54,4388.12,217,98,2018-10-26,Node 31,Node 54
99,37,2199.98,3511,43,2018-10-27,Node 99,Node 37
91,73,5925.55,4875,57,2018-10-28,Node 91,Node 73
9,57,3431.56,5401,21,2018-10-29,Node 9,Node 57
3,54,7300.79,8966,12,2018-10-30,Node 3,Node 54
61,48,7623.96,2637,58,2018-10-31,Node 61,Node 48
81,39,346.08,12090,58,2018-11-01,Node 81,Node 39
78,23,5759.02,3404,32,2018-11-02,Node 78,Node 23
37,89,1898.91,4907,66,2018-11-03,Node 37,Node 89
14,67,836.42,667,22,2018-11-04,Node 14,Node 67
69,35,4449.28,1649,88,2018-11-05,Node 69,Node 35
71,64,6455.4,170,48,2018-11-06,Node 71,Node 64
60,32,2790.55,4303,96,2018-11-07,Node 60,Node 32
99,40,5860.69,10361,93,2018-11-08,Node 99,Node 40
73,43,7193.64,823,67,2018-11-09,Node 73,Node 43
48,24,3366.54,3910,45,2018-11-10,Node 48,Node 24
50,9,7382.54,2270,62,2018-11-11,Node 50,Node 9
94,71,3951.06,0,7,2018-11-12,Node 94,Node 71
59,78,5682.59,4,98,2018-11-13,Node 59,Node 78
66,42,7108.74,1543,89,2018-11-14,Node 66,Node 42
23,41,7638.06,8178,15,2018-11-15,Node 23,Node 41
79,24,9023.25,105,95,2018-11-16,Node 79,Node 24
38,72,6803.96,0,22,2018-11-17,Node 38,Node 72
82,16,452.25,233,66,2018-11-18,Node 82,Node 16
84,59,5140.91,3777,26,2018-11-19,Node 84,Node 59
35,25,984.56,6301,60,2018-11-20,Node 35,Node 25
74,85,5552.37,7175,65,2018-11-21,Node 74,Node 85
26,49,6349.9,4521,62,2018-11-22,Node 26,Node 49
35,0,7924.55,1083,39,2018-11-23,Node 35,Node 0
16,38,734.52,3803,45,2018-11-24,Node 16,Node 38
88,52,3576.24,852,55,2018-11-25,Node 88,Node 52
6,62,7885.17,4584,15,2018-11-26,Node 6,Node 62
92,70,8751.51,4770,40,2018-11-27,Node 92,Node 70
3,27,5264.24,1612,37,2018-11-29,Node 3,Node 27
52,93,2889.34,1148,73,2018-11-30,Node 52,Node 93
40,13,3416.71,2632,84,2018-12-01,Node 40,Node 13
44,23,7647.82,3732,31,2018-12-02,Node 44,Node 23
59,29,8799.39,738,58,2018-12-03,Node 59,Node 29
52,22,8710.85,2729,0,2018-12-04,Node 52,Node 22
21,74,7347.81,3312,12,2018-12-05,Node 21,Node 74
43,47,7797.19,5327,44,2018-12-06,Node 43,Node 47
15,39,3054.07,7730,53,2018-12-07,Node 15,Node 39
34,6,9255.84,3404,36,2018-12-08,Node 34,Node 6
30,19,1708.45,7410,1,2018-12-09,Node 30,Node 19
69,83,9464.35,9873,8,2018-12-10,Node 69,Node 83
32,87,2935.12,6751,97,2018-12-11,Node 32,Node 87
24,63,6801.32,2239,9,2018-12-12,Node 24,Node 63
28,13,9993.19,1323,45,2018-12-13,Node 28,Node 13
40,52,9771.14,240,57,2018-12-14,Node 40,Node 52
46,34,1443.59,866,89,2018-12-15,Node 46,Node 34
94,49,2655.42,535,1,2018-12-16,Node 94,Node 49
55,41,7310.24,8760,91,2018-12-17,Node 55,Node 41
22,25,4956.4,694,77,2018-12-18,Node 22,Node 25
49,92,1648.39,1661,65,2018-12-19,Node 49,Node 92
73,52,9637.69,130,87,2018-12-20,Node 73,Node 52
57,89,6022.51,1407,22,2018-12-21,Node 57,Node 89
60,75,1482.36,4650,6,2018-12-22,Node 60,Node 75
29,10,2377.46,889,37,2018-12-23,Node 29,Node 10
46,45,2660.38,1077,34,2018-12-24,Node 46,Node 45
34,78,2037.59,8347,13,2018-12-25,Node 34,Node 78
70,80,6979.3,7813,25,2018-12-26,Node 70,Node 80
94,4,6444.8,0,22,2018-12-27,Node 94,Node 4
17,59,5603.64,1851,4,2018-12-28,Node 17,Node 59
37,80,6304.76,4026,7,2018-12-29,Node 37,Node 80
29,20,5971.77,0,58,2018-12-30,Node 29,Node 20
68,26,6909.96,1662,13,2018-12-31,Node 68,Node 26
10,35,5044.21,1851,83,2019-01-01,Node 10,Node 35
10,18,2970.78,439,22,2019-01-02,Node 10,Node 18
74,98,9343.53,3703,18,2019-01-03,Node 74,Node 98
40,64,7555.2,962,36,2019-01-04,Node 40,Node 64
26,72,1198.24,578,85,2019-01-05,Node 26,Node 72
98,63,7282.7,909,33,2019-01-06,Node 98,Node 63
96,10,3123.8,552,53,2019-01-07,Node 96,Node 10
51,83,9428.79,4494,68,2019-01-08,Node 51,Node 83
89,84,6734.51,9844,67,2019-01-09,Node 89,Node 84
51,24,5146.45,1298,2,2019-01-10,Node 51,Node 24
98,43,3539.34,460,87,2019-01-11,Node 98,Node 43
84,78,2038.38,0,48,2019-01-12,Node 84,Node 78
68,43,8097.24,0,69,2019-01-13,Node 68,Node 43
57,36,7813.27,2668,77,2019-01-14,Node 57,Node 36
38,85,3771.81,492,77,2019-01-15,Node 38,Node 85
47,7,9188.7,1717,87,2019-01-16,Node 47,Node 7
97,47,807.01,10909,41,2019-01-17,Node 97,Node 47
43,11,1029.33,6325,82,2019-01-18,Node 43,Node 11
11,14,5310.42,9142,85,2019-01-19,Node 11,Node 14
39,44,3196.27,11925,84,2019-01-20,Node 39,Node 44
87,93,5578.29,11226,72,2019-01-21,Node 87,Node 93
90,64,5750.57,1134,70,2019-01-22,Node 90,Node 64
51,9,545.06,1029,3,2019-01-23,Node 51,Node 9
87,17,9325.27,2487,51,2019-01-24,Node 87,Node 17
55,56,6928.84,892,74,2019-01-25,Node 55,Node 56
18,90,657.24,6820,13,2019-01-26,Node 18,Node 90
89,69,2833.53,1206,91,2019-01-27,Node 89,Node 69
8,16,4192.68,6311,80,2019-01-28,Node 8,Node 16
18,97,337.92,8359,43,2019-01-29,Node 18,Node 97
90,24,4773.92,2240,87,2019-01-30,Node 90,Node 24
85,14,3185.67,0,8,2019-01-31,Node 85,Node 14
25,14,31.01,2308,59,2019-02-01,Node 25,Node 14
42,57,5910.7,11837,6,2019-02-02,Node 42,Node 57
3,13,3656.47,4559,44,2019-02-03,Node 3,Node 13
56,82,8421.73,9770,62,2019-02-04,Node 56,Node 82
31,82,7496.32,5793,20,2019-02-05,Node 31,Node 82
97,31,6980.82,533,53,2019-02-06,Node 97,Node 31
40,25,2832.54,1956,2,2019-02-07,Node 40,Node 25
89,46,2221.58,7495,31,2019-02-08,Node 89,Node 46
34,4,2041.0,6571,76,2019-02-09,Node 34,Node 4
65,36,3873.18,2465,56,2019-02-10,Node 65,Node 36
84,40,7729.32,3776,3,2019-02-11,Node 84,Node 40
61,6,5962.67,342,24,2019-02-13,Node 61,Node 6
56,77,5567.97,2769,80,2019-02-14,Node 56,Node 77
85,0,7465.33,415,64,2019-02-15,Node 85,Node 0
87,99,284.42,0,90,2019-02-16,Node 87,Node 99
20,23,9043.94,2118,58,2019-02-17,Node 20,Node 23
21,89,2919.83,2792,21,2019-02-18,Node 21,Node 89
46,59,8777.17,7448,8,2019-02-19,Node 46,Node 59
55,66,8363.57,4100,23,2019-02-20,Node 55,Node 66
2,25,6576.0,3534,79,2019-02-21,Node 2,Node 25
73,38,8122.38,10560,50,2019-02-22,Node 73,Node 38
27,46,5610.13,11447,31,2019-02-23,Node 27,Node 46
70,23,3158.58,12498,58,2019-02-24,Node 70,Node 23
85,65,7906.69,1397,95,2019-02-25,Node 85,Node 65
50,32,5671.04,769,13,2019-02-26,Node 50,Node 32
35,77,6415.12,3841,6,2019-02-27,Node 35,Node 77
79,88,2922.0,529,81,2019-02-28,Node 79,Node 88
18,31,697.42,1865,81,2019-03-01,Node 18,Node 31
12,34,6465.96,4182,14,2019-03-02,Node 12,Node 34
55,64,8285.71,2714,93,2019-03-03,Node 55,Node 64
27,61,6479.18,4750,34,2019-03-04,Node 27,Node 61
68,44,6649.67,2398,76,2019-03-05,Node 68,Node 44
20,49,1126.59,2898,68,2019-03-06,Node 20,Node 49
19,71,3472.53,6746,55,2019-03-07,Node 19,Node 71
80,64,4706.62,5199,83,2019-03-08,Node 80,Node 64
24,86,9105.32,8109,19,2019-03-09,Node 24,Node 86
74,52,1937.0,1200,68,2019-03-10,Node 74,Node 52
25,63,9635.31,11208,77,2019-03-11,Node 25,Node 63
94,85,9888.58,1175,23,2019-03-12,Node 94,Node 85
37,23,6589.19,9838,58,2019-03-13,Node 37,Node 23
26,38,5806.98,2731,76,2019-03-14,Node 26,Node 38
72,35,9028.75,8744,51,2019-03-15,Node 72,Node 35
21,98,1149.42,442,17,2019-03-16,Node 21,Node 98
46,74,8569.16,3005,96,2019-03-17,Node 46,Node 74
65,1,7951.96,3103,29,2019-03-18,Node 65,Node 1
5,74,1156.17,0,39,2019-03-19,Node 5,Node 74
51,1,7883.59,2604,41,2019-03-20,Node 51,Node 1
12,54,2074.25,167,98,2019-03-21,Node 12,Node 54
48,9,3003.76,1833,65,2019-03-22,Node 48,Node 9
96,63,6042.05,4684,9,2019-03-23,Node 96,Node 63
87,7,1328.14,1355,13,2019-03-24,Node 87,Node 7
48,47,5005.37,2964,31,2019-03-25,Node 48,Node 47
52,39,8548.52,2836,37,2019-03-26,Node 52,Node 39
17,59,288.79,3228,11,2019-03-27,Node 17,Node 59
4,75,6191.01,1474,47,2019-03-28,Node 4,Node 75
59,21,5656.08,561,61,2019-03-29,Node 59,Node 21
24,82,6588.38,5809,33,2019-03-30,Node 24,Node 82
50,7,2848.89,7326,45,2019-03-31,Node 50,Node 7
44,75,5381.33,2826,69,2019-04-01,Node 44,Node 75
45,13,4274.33,9139,22,2019-04-02,Node 45,Node 13
72,57,3493.0,486,44,2019-04-03,Node 72,Node 57
7,10,3861.74,10912,87,2019-04-04,Node 7,Node 10
77,15,8987.53,2131,40,2019-04-05,Node 77,Node 15
92,7,5171.94,9815,40,2019-04-06,Node 92,Node 7
52,67,732.62,2347,51,2019-04-07,Node 52,Node 67
48,95,8753.66,4980,66,2019-04-08,Node 48,Node 95
3,83,6116.19,53,5,2019-04-09,Node 3,Node 83
49,83,7111.03,3141,9,2019-04-10,Node 49,Node 83
86,75,401.03,2683,66,2019-04-11,Node 86,Node 75
52,10,1832.28,2593,85,2019-04-12,Node 52,Node 10
49,72,7042.79,900,91,2019-04-13,Node 49,Node 72
71,42,5882.26,10127,27,2019-04-14,Node 71,Node 42
69,53,9318.62,0,82,2019-04-15,Node 69,Node 53
71,70,5168.07,0,72,2019-04-16,Node 71,Node 70
94,81,8785.44,803,11,2019-04-17,Node 94,Node 81
33,87,2780.49,317,97,2019-04-18,Node 33,Node 87
68,46,5854.73,5911,51,2019-04-19,Node 68,Node 46
51,44,1963.67,1958,99,2019-04-20,Node 51,Node 44
50,52,533.98,2841,71,2019-04-21,Node 50,Node 52
34,69,1941.47,3440,99,2019-04-22,Node 34,Node 69
59,10,4762.0,8625,52,2019-04-23,Node 59,Node 10
26,23,391.85,581,53,2019-04-24,Node 26,Node 23
31,22,6889.87,0,90,2019-04-25,Node 31,Node 22
85,28,8821.62,10662,1,2019-04-26,Node 85,Node 28
12,55,4172.08,10366,39,2019-04-27,Node 12,Node 55
62,81,2696.27,33,13,2019-04-28,Node 62,Node 81
7,97,2451.41,166,62,2019-04-29,Node 7,Node 97
73,61,4104.71,11571,14,2019-04-30,Node 73,Node 61
3,41,8981.63,8047,40,2019-05-01,Node 3,Node 41
77,11,3417.62,996,65,2019-05-02,Node 77,Node 11
82,37,2520.05,0,22,2019-05-03,Node 82,Node 37
55,7,1760.77,264,19,2019-05-04,Node 55,Node 7
72,41,9893.82,2173,80,2019-05-05,Node 72,Node 41
35,1,9481.41,11935,46,2019-05-06,Node 35,Node 1
50,70,7757.45,2381,89,2019-05-07,Node 50,Node 70
41,3,4372.69,3392,95,2019-05-08,Node 41,Node 3
70,63,8136.92,3096,40,2019-05-09,Node 70,Node 63
59,54,4436.4,337,72,2019-05-10,Node 59,Node 54
42,93,2113.91,10609,73,2019-05-11,Node 42,Node 93
89,92,9048.17,10008,44,2019-05-12,Node 89,Node 92
59,56,8585.35,3466,60,2019-05-13,Node 59,Node 56
58,56,885.43,0,52,2019-05-14,Node 58,Node 56
77,99,2759.92,8050,85,2019-05-15,Node 77,Node 99
86,59,8406.83,12898,40,2018-01-01,Node 86,Node 59
80,83,2519.24,3008,69,2018-01-02,Node 80,Node 83
89,77,5716.77,12210,77,2018-01-03,Node 89,Node 77
64,7,7789.34,371,38,2018-01-04,Node 64,Node 7
10,50,8823.44,2506,94,2018-01-05,Node 10,Node 50
57,88,4628.15,1401,59,2018-01-06,Node 57,Node 88
84,85,5823.34,2416,49,2018-01-07,Node 84,Node 85
65,26,729.08,2677,3,2018-01-08,Node 65,Node 26
11,0,69.7,877,48,2018-01-09,Node 11,Node 0
81,50,9331.1,6842,36,2018-01-10,Node 81,Node 50
21,32,1966.07,10996,82,2018-01-11,Node 21,Node 32
7,80,2473.53,3789,48,2018-01-12,Node 7,Node 80
7,94,24.98,8486,28,2018-01-13,Node 7,Node 94
89,96,6591.71,6195,40,2018-01-14,Node 89,Node 96
2,88,5860.34,1232,92,2018-01-15,Node 2,Node 88
16,39,3526.27,11273,42,2018-01-16,Node 16,Node 39
77,65,5796.82,10042,24,2018-01-17,Node 77,Node 65
84,17,5502.58,9340,63,2018-01-18,Node 84,Node 17
87,28,6012.61,3411,57,2018-01-19,Node 87,Node 28
86,19,9219.81,1037,1,2018-01-20,Node 86,Node 19
66,69,2101.22,2398,30,2018-01-21,Node 66,Node 69
76,59,7312.49,628,78,2018-01-22,Node 76,Node 59
85,16,2593.15,302,36,2018-01-23,Node 85,Node 16
40,36,9364.08,4309,28,2018-01-24,Node 40,Node 36
8,39,7389.13,2044,2,2018-01-25,Node 8,Node 39
30,74,8888.32,9112,12,2018-01-26,Node 30,Node 74
21,19,4046.22,3062,30,2018-01-27,Node 21,Node 19
84,74,2385.61,3840,81,2018-01-28,Node 84,Node 74
1,89,2882.25,1615,20,2018-01-29,Node 1,Node 89
14,33,9447.82,0,47,2018-01-30,Node 14,Node 33
80,57,2529.28,1925,30,2018-01-31,Node 80,Node 57
65,9,3471.94,0,6,2018-02-01,Node 65,Node 9
32,87,3676.37,120,46,2018-02-02,Node 32,Node 87
69,10,3681.83,582,56,2018-02-03,Node 69,Node 10
58,13,1241.94,1385,25,2018-02-04,Node 58,Node 13
70,18,1483.15,448,65,2018-02-05,Node 70,Node 18
56,85,9067.36,3903,68,2018-02-06,Node 56,Node 85
4,79,8166.97,600,33,2018-02-07,Node 4,Node 79
25,57,9003.74,4654,81,2018-02-08,Node 25,Node 57
62,75,8184.02,1994,85,2018-02-09,Node 62,Node 75
16,84,1728.65,10072,8,2018-02-10,Node 16,Node 84
20,12,4666.46,0,63,2018-02-11,Node 20,Node 12
90,43,3641.38,0,95,2018-02-12,Node 90,Node 43
91,14,7891.99,2817,11,2018-02-13,Node 91,Node 14
71,33,993.15,2094,65,2018-02-14,Node 71,Node 33
85,18,1666.02,1027,76,2018-02-15,Node 85,Node 18
42,70,1169.37,456,78,2018-02-16,Node 42,Node 70
63,42,2853.93,636,60,2018-02-17,Node 63,Node 42
72,93,2316.87,5241,14,2018-02-18,Node 72,Node 93
3,15,8581.17,0,70,2018-02-19,Node 3,Node 15
36,80,821.52,5985,49,2018-02-20,Node 36,Node 80
95,58,9419.47,2632,72,2018-02-21,Node 95,Node 58
3,88,2906.84,2927,42,2018-02-22,Node 3,Node 88
92,80,4104.47,4031,98,2018-02-23,Node 92,Node 80
84,51,9036.44,205,88,2018-02-24,Node 84,Node 51
10,32,9984.22,2566,19,2018-02-25,Node 10,Node 32
1,61,1278.53,4577,38,2018-02-26,Node 1,Node 61
54,80,4742.06,2824,71,2018-02-28,Node 54,Node 80
92,8,6526.23,2429,63,2018-03-01,Node 92,Node 8
93,69,6135.3,2048,85,2018-03-02,Node 93,Node 69
63,83,7145.03,4965,51,2018-03-03,Node 63,Node 83
11,10,1695.57,0,70,2018-03-04,Node 11,Node 10
92,19,2776.49,380,91,2018-03-05,Node 92,Node 19
57,8,7641.2,4254,18,2018-03-06,Node 57,Node 8
1,22,3845.9,5307,66,2018-03-07,Node 1,Node 22
10,95,1330.72,1975,60,2018-03-08,Node 10,Node 95
76,95,2385.66,1568,43,2018-03-09,Node 76,Node 95
74,79,8564.27,2974,56,2018-03-10,Node 74,Node 79
70,87,5902.37,0,78,2018-03-11,Node 70,Node 87
23,58,163.02,4318,87,2018-03-12,Node 23,Node 58
58,96,7618.28,180,62,2018-03-13,Node 58,Node 96
56,5,2196.33,0,55,2018-03-14,Node 56,Node 5
48,61,1197.69,6646,13,2018-03-15,Node 48,Node 61
66,88,9587.15,591,3,2018-03-16,Node 66,Node 88
38,85,8369.38,50,19,2018-03-17,Node 38,Node 85
21,81,7897.7,4092,56,2018-03-18,Node 21,Node 81
29,31,6462.09,1196,5,2018-03-19,Node 29,Node 31
63,48,4110.39,1658,78,2018-03-20,Node 63,Node 48
26,32,8313.27,6541,51,2018-03-21,Node 26,Node 32
49,74,610.6,1958,42,2018-03-22,Node 49,Node 74
87,44,8974.83,5482,77,2018-03-23,Node 87,Node 44
40,5,5238.36,4173,52,2018-03-24,Node 40,Node 5
88,64,2636.5,825,13,2018-03-25,Node 88,Node 64
47,58,1376.44,5721,93,2018-03-26,Node 47,Node 58
18,74,7870.16,0,56,2018-03-27,Node 18,Node 74
84,95,1342.99,976,77,2018-03-28,Node 84,Node 95
54,49,7597.41,1086,41,2018-03-29,Node 54,Node 49
12,86,6330.85,2901,68,2018-03-30,Node 12,Node 86
47,62,7424.6,3534,39,2018-03-31,Node 47,Node 62
72,66,7845.53,0,51,2018-04-01,Node 72,Node 66
31,23,5757.53,116,31,2018-04-02,Node 31,Node 23
50,89,6727.88,201,7,2018-04-03,Node 50,Node 89
87,76,4239.06,173,34,2018-04-04,Node 87,Node 76
71,1,6512.65,5003,53,2018-04-05,Node 71,Node 1
8,80,3420.7,1545,39,2018-04-06,Node 8,Node 80
81,93,6192.4,794,26,2018-04-07,Node 81,Node 93
28,76,6027.16,5167,4,2018-04-08,Node 28,Node 76
21,11,5893.67,3318,54,2018-04-09,Node 21,Node 11
33,46,5352.78,4109,59,2018-04-10,Node 33,Node 46
26,38,3942.44,2074,99,2018-04-11,Node 26,Node 38
57,59,3547.52,1315,87,2018-04-12,Node 57,Node 59
7,14,9992.44,2103,15,2018-04-13,Node 7,Node 14
93,57,8845.49,1075,68,2018-04-14,Node 93,Node 57
69,98,2832.42,864,7,2018-04-15,Node 69,Node 98
48,26,3169.64,2651,78,2018-04-16,Node 48,Node 26
92,96,6410.57,462,27,2018-04-17,Node 92,Node 96
31,51,4442.47,0,23,2018-04-18,Node 31,Node 51
18,52,6722.18,4668,63,2018-04-19,Node 18,Node 52
30,62,5569.47,59,40,2018-04-20,Node 30,Node 62
33,16,4953.59,3044,19,2018-04-21,Node 33,Node 16
56,21,6316.91,669,75,2018-04-22,Node 56,Node 21
99,15,9126.53,3374,42,2018-04-23,Node 99,Node 15
33,64,1248.28,6986,47,2018-04-24,Node 33,Node 64
32,20,4750.83,4046,43,2018-04-25,Node 32,Node 20
13,69,3582.08,1068,1,2018-04-26,Node 13,Node 69
65,77,1366.64,1764,19,2018-04-27,Node 65,Node 77
99,9,7374.31,938,85,2018-04-28,Node 99,Node 9
16,55,5526.09,7535,73,2018-04-29,Node 16,Node 55
56,97,2798.61,1196,65,2018-04-30,Node 56,Node 97
36,48,8591.12,172,55,2018-05-01,Node 36,Node 48
44,2,4294.3,934,74,2018-05-02,Node 44,Node 2
52,77,1620.97,1658,41,2018-05-03,Node 52,Node 77
91,27,6696.22,2976,30,2018-05-04,Node 91,Node 27
93,16,6568.85,840,75,2018-05-05,Node 93,Node 16
97,26,5036.79,851,38,2018-05-06,Node 97,Node 26
45,28,8812.5,370,79,2018-05-07,Node 45,Node 28
50,52,9015.2,5439,33,2018-05-08,Node 50,Node 52
54,7,5941.98,4334,82,2018-05-09,Node 54,Node 7
53,74,4293.06,459,67,2018-05-10,Node 53,Node 74
44,13,5164.86,642,97,2018-05-11,Node 44,Node 13
48,70,4252.32,0,49,2018-05-12,Node 48,Node 70
31,20,6523.66,0,6,2018-05-13,Node 31,Node 20
48,92,4478.96,1640,95,2018-05-14,Node 48,Node 92
97,59,9167.91,11319,69,2018-05-15,Node 97,Node 59
75,43,6905.14,0,21,2018-05-16,Node 75,Node 43
39,13,4018.0,6859,0,2018-05-17,Node 39,Node 13
35,40,154.98,3443,95,2018-05-18,Node 35,Node 40
50,82,2985.42,897,47,2018-05-19,Node 50,Node 82
70,37,6464.42,649,44,2018-05-20,Node 70,Node 37
98,10,7700.74,10103,68,2018-05-21,Node 98,Node 10
48,66,7929.96,155,99,2018-05-22,Node 48,Node 66
2,92,6015.56,8682,79,2018-05-23,Node 2,Node 92
36,27,3868.03,3209,34,2018-05-24,Node 36,Node 27
82,84,8052.06,4313,63,2018-05-25,Node 82,Node 84
92,90,6410.4,5941,52,2018-05-26,Node 92,Node 90
37,59,1536.98,3668,24,2018-05-27,Node 37,Node 59
84,97,2898.01,6617,49,2018-05-28,Node 84,Node 97
18,9,6374.72,557,29,2018-05-29,Node 18,Node 9
2,10,7971.88,127,5,2018-05-30,Node 2,Node 10
89,23,6887.69,12646,88,2018-05-31,Node 89,Node 23
96,9,4719.52,2171,59,2018-06-01,Node 96,Node 9
48,86,7936.06,198,70,2018-06-02,Node 48,Node 86
61,63,9990.49,786,35,2018-06-03,Node 61,Node 63
62,6,1468.29,196,34,2018-06-04,Node 62,Node 6
37,42,277.7,0,49,2018-06-05,Node 37,Node 42
75,8,2582.87,1911,2,2018-06-06,Node 75,Node 8
33,38,4769.57,330,92,2018-06-07,Node 33,Node 38
87,75,2079.51,0,86,2018-06-08,Node 87,Node 75
95,73,3528.61,7984,60,2018-06-09,Node 95,Node 73
26,46,5442.41,2954,58,2018-06-10,Node 26,Node 46
70,12,2875.81,6929,91,2018-06-11,Node 70,Node 12
28,43,8684.53,3171,31,2018-06-12,Node 28,Node 43
31,95,2406.97,211,98,2018-06-13,Node 31,Node 95
45,12,1454.99,6230,85,2018-06-14,Node 45,Node 12
37,97,4754.69,178,63,2018-06-15,Node 37,Node 97
11,60,1391.1,88,89,2018-06-16,Node 11,Node 60
20,68,6681.01,10570,96,2018-06-17,Node 20,Node 68
7,18,6905.56,2025,49,2018-06-18,Node 7,Node 18
40,34,1919.78,11114,45,2018-06-19,Node 40,Node 34
20,14,8557.4,8147,70,2018-06-20,Node 20,Node 14
19,45,3702.56,7122,18,2018-06-21,Node 19,Node 45
20,71,3325.75,4428,13,2018-06-22,Node 20,Node 71
93,6,4217.94,4379,93,2018-06-23,Node 93,Node 6
16,70,9102.88,7066,33,2018-06-24,Node 16,Node 70
12,13,7371.35,7054,85,2018-06-25,Node 12,Node 13
24,22,7085.99,287,17,2018-06-26,Node 24,Node 22
5,9,7070.69,4748,78,2018-06-27,Node 5,Node 9
80,36,247.9,6171,31,2018-06-28,Node 80,Node 36
92,27,1364.93,4192,71,2018-06-29,Node 92,Node 27
85,52,1907.64,7805,55,2018-06-30,Node 85,Node 52
93,18,3681.42,0,30,2018-07-01,Node 93,Node 18
27,47,7553.85,3323,35,2018-07-02,Node 27,Node 47
87,3,674.77,933,36,2018-07-03,Node 87,Node 3
88,97,9893.8,1000,43,2018-07-04,Node 88,Node 97
64,5,7295.96,200,30,2018-07-05,Node 64,Node 5
85,57,8085.58,1999,11,2018-07-06,Node 85,Node 57
63,56,503.56,2578,4,2018-07-07,Node 63,Node 56
90,78,5563.67,8518,11,2018-07-08,Node 90,Node 78
86,44,4542.14,2297,62,2018-07-09,Node 86,Node 44
38,49,5010.67,10531,82,2018-07-10,Node 38,Node 49
76,71,9615.9,7501,34,2018-07-11,Node 76,Node 71
8,79,8150.12,633,64,2018-07-12,Node 8,Node 79
55,99,3705.44,0,46,2018-07-13,Node 55,Node 99
57,8,9216.66,1958,47,2018-07-14,Node 57,Node 8
